id,type,github_url,github_raw_url,isDataClass,isFeatureEnvy,isGodClass,isLongMethod
368,Class,https://github.com/Microsoft/malmo/blob/91b1a7a01ec0dd883f81a51048badac0398695f7/Minecraft/src/main/java/com/microsoft/Malmo/Utils/TCPSocketChannel.java/#L15-L228,https://raw.githubusercontent.com/Microsoft/malmo/91b1a7a01ec0dd883f81a51048badac0398695f7/Minecraft/src/main/java/com/microsoft/Malmo/Utils/TCPSocketChannel.java/#L15-L228,0,0,0,0
369,Method,https://github.com/Microsoft/vso-httpclient-java/blob/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-vss-client/src/main/java/com/microsoft/alm/client/model/NameValueCollection.java/#L15-L19,https://raw.githubusercontent.com/Microsoft/vso-httpclient-java/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-vss-client/src/main/java/com/microsoft/alm/client/model/NameValueCollection.java/#L15-L19,0,0,0,0
370,Class,https://github.com/Microsoft/azure-devops-intellij/blob/d18eccf7a391fd5f2591bfed2458c28e907435da/plugin.idea/src/com/microsoft/alm/plugin/idea/git/ui/pullrequest/VcsPullRequestsController.java/#L17-L37,https://raw.githubusercontent.com/Microsoft/azure-devops-intellij/d18eccf7a391fd5f2591bfed2458c28e907435da/plugin.idea/src/com/microsoft/alm/plugin/idea/git/ui/pullrequest/VcsPullRequestsController.java/#L17-L37,0,0,0,0
371,Class,https://github.com/Microsoft/vso-httpclient-java/blob/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-tfs-client/src/main/generated/com/microsoft/alm/teamfoundation/core/webapi/types/TeamContext.java/#L24-L98,https://raw.githubusercontent.com/Microsoft/vso-httpclient-java/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-tfs-client/src/main/generated/com/microsoft/alm/teamfoundation/core/webapi/types/TeamContext.java/#L24-L98,1,0,0,0
372,Method,https://github.com/Microsoft/vso-httpclient-java/blob/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-distributedtask-client/src/main/generated/com/microsoft/alm/teamfoundation/distributedtask/webapi/TaskAgentReference.java/#L74-L76,https://raw.githubusercontent.com/Microsoft/vso-httpclient-java/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-distributedtask-client/src/main/generated/com/microsoft/alm/teamfoundation/distributedtask/webapi/TaskAgentReference.java/#L74-L76,0,0,0,0
373,Class,https://github.com/Microsoft/vso-httpclient-java/blob/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-tfs-client/src/main/generated/com/microsoft/alm/teamfoundation/workitemtracking/webapi/models/WorkItemTypeTemplate.java/#L21-L32,https://raw.githubusercontent.com/Microsoft/vso-httpclient-java/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-tfs-client/src/main/generated/com/microsoft/alm/teamfoundation/workitemtracking/webapi/models/WorkItemTypeTemplate.java/#L21-L32,0,0,0,0
374,Method,https://github.com/Microsoft/vso-httpclient-java/blob/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-vss-client/src/main/generated/com/microsoft/alm/visualstudio/services/profile/client/ProfileHttpClientBase.java/#L226-L245,https://raw.githubusercontent.com/Microsoft/vso-httpclient-java/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-vss-client/src/main/generated/com/microsoft/alm/visualstudio/services/profile/client/ProfileHttpClientBase.java/#L226-L245,0,0,0,0
375,Class,https://github.com/Microsoft/vso-httpclient-java/blob/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-releasemanagement-client/src/main/generated/com/microsoft/alm/visualstudio/services/releasemanagement/webapi/ReleaseSettings.java/#L21-L32,https://raw.githubusercontent.com/Microsoft/vso-httpclient-java/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-releasemanagement-client/src/main/generated/com/microsoft/alm/visualstudio/services/releasemanagement/webapi/ReleaseSettings.java/#L21-L32,0,0,0,0
376,Class,https://github.com/Microsoft/vso-httpclient-java/blob/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-vss-client/src/main/generated/com/microsoft/alm/visualstudio/services/security/SetAccessControlEntriesInfo.java/#L22-L51,https://raw.githubusercontent.com/Microsoft/vso-httpclient-java/7b6329238498d7ad1934243150f955bea594df37/Rest/alm-vss-client/src/main/generated/com/microsoft/alm/visualstudio/services/security/SetAccessControlEntriesInfo.java/#L22-L51,0,0,0,0
377,Method,https://github.com/Microsoft/ApplicationInsights-Java/blob/230ed8807bf3e8aa62093df0b426b7a9f704231e/agent/src/main/java/com/microsoft/applicationinsights/agent/internal/agent/sql/PreparedStatementClassDataProvider.java/#L288-L315,https://raw.githubusercontent.com/Microsoft/ApplicationInsights-Java/230ed8807bf3e8aa62093df0b426b7a9f704231e/agent/src/main/java/com/microsoft/applicationinsights/agent/internal/agent/sql/PreparedStatementClassDataProvider.java/#L288-L315,0,0,0,0
378,Class,https://github.com/Microsoft/ApplicationInsights-Java/blob/230ed8807bf3e8aa62093df0b426b7a9f704231e/core/src/main/java/com/microsoft/applicationinsights/internal/processor/PageViewTelemetryFilter.java/#L48-L158,https://raw.githubusercontent.com/Microsoft/ApplicationInsights-Java/230ed8807bf3e8aa62093df0b426b7a9f704231e/core/src/main/java/com/microsoft/applicationinsights/internal/processor/PageViewTelemetryFilter.java/#L48-L158,0,0,0,0
379,Method,https://github.com/Microsoft/ApplicationInsights-Java/blob/230ed8807bf3e8aa62093df0b426b7a9f704231e/core/src/main/java/com/microsoft/applicationinsights/internal/schemav2/AvailabilityData.java/#L212-L217,https://raw.githubusercontent.com/Microsoft/ApplicationInsights-Java/230ed8807bf3e8aa62093df0b426b7a9f704231e/core/src/main/java/com/microsoft/applicationinsights/internal/schemav2/AvailabilityData.java/#L212-L217,0,0,0,0
380,Method,https://github.com/Microsoft/azure-tools-for-java/blob/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/Utils/hdinsight-node-common/src/com/microsoft/azure/hdinsight/sdk/rest/azure/datalake/analytics/accounts/models/AddStorageAccountParameters.java/#L97-L104,https://raw.githubusercontent.com/Microsoft/azure-tools-for-java/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/Utils/hdinsight-node-common/src/com/microsoft/azure/hdinsight/sdk/rest/azure/datalake/analytics/accounts/models/AddStorageAccountParameters.java/#L97-L104,0,0,0,0
381,Class,https://github.com/Microsoft/azure-tools-for-java/blob/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/Utils/hdinsight-node-common/src/com/microsoft/azure/hdinsight/sdk/rest/spark/task/ShuffleWriteMetrics.java/#L24-L60,https://raw.githubusercontent.com/Microsoft/azure-tools-for-java/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/Utils/hdinsight-node-common/src/com/microsoft/azure/hdinsight/sdk/rest/spark/task/ShuffleWriteMetrics.java/#L24-L60,1,0,0,0
382,Class,https://github.com/Microsoft/azure-tools-for-java/blob/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/Utils/hdinsight-node-common/src/com/microsoft/azure/hdinsight/sdk/rest/yarn/rm/Capability.java/#L26-L56,https://raw.githubusercontent.com/Microsoft/azure-tools-for-java/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/Utils/hdinsight-node-common/src/com/microsoft/azure/hdinsight/sdk/rest/yarn/rm/Capability.java/#L26-L56,1,0,0,0
383,Class,https://github.com/Microsoft/azure-maven-plugins/blob/d3e0b6fa0e00f38c04b622589a939fb3bae2227e/azure-maven-plugin-lib/src/main/java/com/microsoft/azure/maven/AbstractAzureMojo.java/#L45-L447,https://raw.githubusercontent.com/Microsoft/azure-maven-plugins/d3e0b6fa0e00f38c04b622589a939fb3bae2227e/azure-maven-plugin-lib/src/main/java/com/microsoft/azure/maven/AbstractAzureMojo.java/#L45-L447,1,0,1,0
384,Method,https://github.com/Microsoft/azure-maven-plugins/blob/d3e0b6fa0e00f38c04b622589a939fb3bae2227e/azure-functions-maven-plugin/src/main/java/com/microsoft/azure/maven/function/RunMojo.java/#L89-L97,https://raw.githubusercontent.com/Microsoft/azure-maven-plugins/d3e0b6fa0e00f38c04b622589a939fb3bae2227e/azure-functions-maven-plugin/src/main/java/com/microsoft/azure/maven/function/RunMojo.java/#L89-L97,0,0,0,0
385,Class,https://github.com/Microsoft/azure-tools-for-java/blob/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/Utils/AzureAuthenticationFilter/src/main/java/com/microsoft/azure/oidc/token/impl/SimpeTokenParser.java/#L63-L197,https://raw.githubusercontent.com/Microsoft/azure-tools-for-java/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/Utils/AzureAuthenticationFilter/src/main/java/com/microsoft/azure/oidc/token/impl/SimpeTokenParser.java/#L63-L197,0,0,0,0
386,Class,https://github.com/Microsoft/azure-tools-for-java/blob/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/Utils/azuretools-core/src/com/microsoft/azuretools/authmanage/srvpri/step/Status.java/#L28-L59,https://raw.githubusercontent.com/Microsoft/azure-tools-for-java/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/Utils/azuretools-core/src/com/microsoft/azuretools/authmanage/srvpri/step/Status.java/#L28-L59,1,0,0,0
387,Class,https://github.com/Microsoft/azure-tools-for-java/blob/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/PluginsAndFeatures/azure-toolkit-for-eclipse/com.microsoft.azuretools.container/src/main/java/com/microsoft/azuretools/container/ui/DockerRunDialog.java/#L73-L399,https://raw.githubusercontent.com/Microsoft/azure-tools-for-java/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/PluginsAndFeatures/azure-toolkit-for-eclipse/com.microsoft.azuretools.container/src/main/java/com/microsoft/azuretools/container/ui/DockerRunDialog.java/#L73-L399,0,0,1,0
388,Class,https://github.com/Microsoft/azure-tools-for-java/blob/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/PluginsAndFeatures/azure-toolkit-for-eclipse/com.microsoft.azuretools.hdinsight/src/com/microsoft/azuretools/hdinsight/Activator.java/#L38-L96,https://raw.githubusercontent.com/Microsoft/azure-tools-for-java/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/PluginsAndFeatures/azure-toolkit-for-eclipse/com.microsoft.azuretools.hdinsight/src/com/microsoft/azuretools/hdinsight/Activator.java/#L38-L96,0,0,0,0
389,Class,https://github.com/Microsoft/EmbeddedSocial-Android-SDK/blob/a507d791f19e53cee5a421309a6afbf9c37e00f7/EmbeddedSocialClient/sdk/src/main/java/com/microsoft/embeddedsocial/fetcher/FriendlistFetcher.java/#L25-L61,https://raw.githubusercontent.com/Microsoft/EmbeddedSocial-Android-SDK/a507d791f19e53cee5a421309a6afbf9c37e00f7/EmbeddedSocialClient/sdk/src/main/java/com/microsoft/embeddedsocial/fetcher/FriendlistFetcher.java/#L25-L61,0,0,0,0
390,Class,https://github.com/Microsoft/EmbeddedSocial-Android-SDK/blob/a507d791f19e53cee5a421309a6afbf9c37e00f7/EmbeddedSocialClient/sdk/src/main/java/com/microsoft/embeddedsocial/server/model/activity/ActivityFeedRequest.java/#L16-L31,https://raw.githubusercontent.com/Microsoft/EmbeddedSocial-Android-SDK/a507d791f19e53cee5a421309a6afbf9c37e00f7/EmbeddedSocialClient/sdk/src/main/java/com/microsoft/embeddedsocial/server/model/activity/ActivityFeedRequest.java/#L16-L31,0,0,0,0
391,Class,https://github.com/Microsoft/EmbeddedSocial-Android-SDK/blob/a507d791f19e53cee5a421309a6afbf9c37e00f7/EmbeddedSocialClient/sdk/src/main/java/com/microsoft/embeddedsocial/ui/adapter/viewholder/UserHeaderViewHolder.java/#L149-L161,https://raw.githubusercontent.com/Microsoft/EmbeddedSocial-Android-SDK/a507d791f19e53cee5a421309a6afbf9c37e00f7/EmbeddedSocialClient/sdk/src/main/java/com/microsoft/embeddedsocial/ui/adapter/viewholder/UserHeaderViewHolder.java/#L149-L161,0,0,0,0
392,Class,https://github.com/Microsoft/pai/blob/43269e7e5c95bea21d0ffae2e16f3e87de4b29b9/subprojects/frameworklauncher/yarn/src/main/java/com/microsoft/frameworklauncher/common/web/WebClientOutput.java/#L20-L63,https://raw.githubusercontent.com/Microsoft/pai/43269e7e5c95bea21d0ffae2e16f3e87de4b29b9/subprojects/frameworklauncher/yarn/src/main/java/com/microsoft/frameworklauncher/common/web/WebClientOutput.java/#L20-L63,0,0,0,0
393,Class,https://github.com/Microsoft/azure-tools-for-java/blob/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/PluginsAndFeatures/azure-toolkit-for-intellij/src/com/microsoft/intellij/ApplicationSettings.java/#L58-L61,https://raw.githubusercontent.com/Microsoft/azure-tools-for-java/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/PluginsAndFeatures/azure-toolkit-for-intellij/src/com/microsoft/intellij/ApplicationSettings.java/#L58-L61,1,0,0,0
394,Class,https://github.com/Microsoft/azure-tools-for-java/blob/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/PluginsAndFeatures/azure-toolkit-for-intellij/src/com/microsoft/intellij/helpers/InputValidator.java/#L30-L54,https://raw.githubusercontent.com/Microsoft/azure-tools-for-java/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/PluginsAndFeatures/azure-toolkit-for-intellij/src/com/microsoft/intellij/helpers/InputValidator.java/#L30-L54,0,0,0,0
395,Class,https://github.com/Microsoft/azure-tools-for-java/blob/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/PluginsAndFeatures/azure-toolkit-for-intellij/src/com/microsoft/intellij/helpers/storage/BlobExplorerFileEditorProvider.java/#L41-L101,https://raw.githubusercontent.com/Microsoft/azure-tools-for-java/d121e8ac9cc3ab400e5b49c8b372280ae332f3fb/PluginsAndFeatures/azure-toolkit-for-intellij/src/com/microsoft/intellij/helpers/storage/BlobExplorerFileEditorProvider.java/#L41-L101,0,0,0,0
396,Method,https://github.com/Microsoft/java-debug/blob/5d5b39e63c986f4f4ebbed6fc039c0c4e81e3480/com.microsoft.java.debug.plugin/src/main/java/com/microsoft/java/debug/plugin/internal/JdtSourceLookUpProvider.java/#L246-L262,https://raw.githubusercontent.com/Microsoft/java-debug/5d5b39e63c986f4f4ebbed6fc039c0c4e81e3480/com.microsoft.java.debug.plugin/src/main/java/com/microsoft/java/debug/plugin/internal/JdtSourceLookUpProvider.java/#L246-L262,0,0,0,0
397,Class,https://github.com/Microsoft/java-debug/blob/5d5b39e63c986f4f4ebbed6fc039c0c4e81e3480/com.microsoft.java.debug.plugin/src/main/java/com/microsoft/java/debug/plugin/internal/LaunchCommandHandler.java/#L22-L38,https://raw.githubusercontent.com/Microsoft/java-debug/5d5b39e63c986f4f4ebbed6fc039c0c4e81e3480/com.microsoft.java.debug.plugin/src/main/java/com/microsoft/java/debug/plugin/internal/LaunchCommandHandler.java/#L22-L38,0,0,0,0
398,Class,https://github.com/Microsoft/java-debug/blob/5d5b39e63c986f4f4ebbed6fc039c0c4e81e3480/com.microsoft.java.debug.plugin/src/main/java/com/microsoft/java/debug/plugin/internal/ResolveClasspathsHandler.java/#L42-L257,https://raw.githubusercontent.com/Microsoft/java-debug/5d5b39e63c986f4f4ebbed6fc039c0c4e81e3480/com.microsoft.java.debug.plugin/src/main/java/com/microsoft/java/debug/plugin/internal/ResolveClasspathsHandler.java/#L42-L257,0,0,0,0
399,Method,https://github.com/Microsoft/mssql-jdbc/blob/84484edf7944de56749fd2648d0af2ffa2459b7a/src/main/java/com/microsoft/sqlserver/jdbc/SQLServerDatabaseMetaData.java/#L1938-L1942,https://raw.githubusercontent.com/Microsoft/mssql-jdbc/84484edf7944de56749fd2648d0af2ffa2459b7a/src/main/java/com/microsoft/sqlserver/jdbc/SQLServerDatabaseMetaData.java/#L1938-L1942,0,0,0,0
400,Class,https://github.com/Microsoft/mssql-jdbc/blob/84484edf7944de56749fd2648d0af2ffa2459b7a/src/main/java/com/microsoft/sqlserver/jdbc/SQLServerSpatialDatatype.java/#L1932-L1947,https://raw.githubusercontent.com/Microsoft/mssql-jdbc/84484edf7944de56749fd2648d0af2ffa2459b7a/src/main/java/com/microsoft/sqlserver/jdbc/SQLServerSpatialDatatype.java/#L1932-L1947,1,0,0,0
401,Method,https://github.com/Microsoft/mssql-jdbc/blob/84484edf7944de56749fd2648d0af2ffa2459b7a/src/main/java/com/microsoft/sqlserver/jdbc/IOBuffer.java/#L988-L990,https://raw.githubusercontent.com/Microsoft/mssql-jdbc/84484edf7944de56749fd2648d0af2ffa2459b7a/src/main/java/com/microsoft/sqlserver/jdbc/IOBuffer.java/#L988-L990,0,0,0,0
402,Method,https://github.com/Microsoft/mssql-jdbc/blob/84484edf7944de56749fd2648d0af2ffa2459b7a/src/main/java/com/microsoft/sqlserver/jdbc/IOBuffer.java/#L6620-L6628,https://raw.githubusercontent.com/Microsoft/mssql-jdbc/84484edf7944de56749fd2648d0af2ffa2459b7a/src/main/java/com/microsoft/sqlserver/jdbc/IOBuffer.java/#L6620-L6628,0,0,0,0
403,Method,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.clc/src/com/microsoft/tfs/client/clc/CLCHTTPClientFactory.java/#L425-L436,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.clc/src/com/microsoft/tfs/client/clc/CLCHTTPClientFactory.java/#L425-L436,0,0,0,0
404,Class,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.clc/src/com/microsoft/tfs/client/clc/vc/commands/CommandShelvesets.java/#L34-L171,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.clc/src/com/microsoft/tfs/client/clc/vc/commands/CommandShelvesets.java/#L34-L171,0,0,1,0
405,Method,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common/src/com/microsoft/tfs/client/common/commands/helpers/NonFatalErrorHelper.java/#L56-L62,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common/src/com/microsoft/tfs/client/common/commands/helpers/NonFatalErrorHelper.java/#L56-L62,0,0,0,0
406,Class,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common/src/com/microsoft/tfs/client/common/git/json/TfsGitBranchJson.java/#L9-L39,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common/src/com/microsoft/tfs/client/common/git/json/TfsGitBranchJson.java/#L9-L39,1,0,0,0
407,Class,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common/src/com/microsoft/tfs/client/common/git/json/TfsGitTreeEntriesJson.java/#L12-L38,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common/src/com/microsoft/tfs/client/common/git/json/TfsGitTreeEntriesJson.java/#L12-L38,1,0,0,0
408,Method,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/TFSCommonUIClientPlugin.java/#L288-L290,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/TFSCommonUIClientPlugin.java/#L288-L290,0,0,0,0
409,Method,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/controls/teamexplorer/TeamExplorerControl.java/#L607-L647,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/controls/teamexplorer/TeamExplorerControl.java/#L607-L647,0,1,0,1
410,Class,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/controls/vc/WorkspaceToolbarPulldownAction.java/#L270-L286,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/controls/vc/WorkspaceToolbarPulldownAction.java/#L270-L286,0,0,0,0
411,Method,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/controls/wit/FileAttachmentsControl.java/#L469-L486,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/controls/wit/FileAttachmentsControl.java/#L469-L486,0,1,0,0
412,Method,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/dialogs/connect/CredentialsDialog.java/#L105-L107,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/dialogs/connect/CredentialsDialog.java/#L105-L107,0,0,0,0
413,Method,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/dialogs/generic/StringInputDialog.java/#L57-L73,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/dialogs/generic/StringInputDialog.java/#L57-L73,0,0,0,0
414,Method,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/dialogs/vc/PromoteCandidateChangesDialog.java/#L89-L91,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/dialogs/vc/PromoteCandidateChangesDialog.java/#L89-L91,0,0,0,0
415,Method,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/dialogs/vc/candidates/RestoreAction.java/#L55-L66,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/dialogs/vc/candidates/RestoreAction.java/#L55-L66,0,0,0,0
416,Method,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/framework/action/keybinding/LegacyActionKeyBindingSupport.java/#L33-L35,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/framework/action/keybinding/LegacyActionKeyBindingSupport.java/#L33-L35,0,0,0,0
417,Class,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/framework/dialog/BaseDialog.java/#L981-L987,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/framework/dialog/BaseDialog.java/#L981-L987,0,0,0,0
418,Class,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui.teambuild/src/com/microsoft/tfs/client/common/ui/teambuild/commands/AddRemoveBuildQualitiesCommand.java/#L17-L73,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui.teambuild/src/com/microsoft/tfs/client/common/ui/teambuild/commands/AddRemoveBuildQualitiesCommand.java/#L17-L73,0,0,0,0
419,Class,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui.teambuild/src/com/microsoft/tfs/client/common/ui/teambuild/teamexplorer/actions/OpenBuildDefinitionVNextAction.java/#L11-L24,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui.teambuild/src/com/microsoft/tfs/client/common/ui/teambuild/teamexplorer/actions/OpenBuildDefinitionVNextAction.java/#L11-L24,0,0,0,0
420,Method,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui.teambuild/src/com/microsoft/tfs/client/common/ui/teambuild/teamexplorer/sections/TeamExplorerBuildsVNextDefinitionSection.java/#L247-L255,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui.teambuild/src/com/microsoft/tfs/client/common/ui/teambuild/teamexplorer/sections/TeamExplorerBuildsVNextDefinitionSection.java/#L247-L255,0,0,0,0
421,Class,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/teamexplorer/link/ITeamExplorerNavigationLink.java/#L12-L22,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/teamexplorer/link/ITeamExplorerNavigationLink.java/#L12-L22,0,0,0,0
422,Class,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/wit/controls/QueryItemTreeControl.java/#L52-L416,https://raw.githubusercontent.com/Microsoft/team-explorer-everywhere/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.common.ui/src/com/microsoft/tfs/client/common/ui/wit/controls/QueryItemTreeControl.java/#L52-L416,0,0,1,0
