code_name,smell,type,repository,commit_hash,file_path,github_url,start_line,end_line,severity_sum,reviewers_count,smelliness_degree
com.oracle.truffle.r.nodes.builtin.fastr.FastRTrace,GodClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.nodes.builtin/src/com/oracle/truffle/r/nodes/builtin/fastr/FastRTrace.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.nodes.builtin/src/com/oracle/truffle/r/nodes/builtin/fastr/FastRTrace.java/#L70-L223,70,223,3,3,1.0
com.oracle.truffle.r.nodes.control.WhileNode,DataClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/control/WhileNode.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/control/WhileNode.java/#L42-L114,42,114,0,3,0.0
com.oracle.truffle.r.nodes.control.WhileNode,GodClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/control/WhileNode.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/control/WhileNode.java/#L42-L114,42,114,4,3,1.3333333333333333
com.oracle.truffle.r.nodes.function.FunctionExpressionNode,DataClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/function/FunctionExpressionNode.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/function/FunctionExpressionNode.java/#L46-L110,46,110,1,4,0.25
com.oracle.truffle.r.nodes.function.FunctionExpressionNode,GodClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/function/FunctionExpressionNode.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/function/FunctionExpressionNode.java/#L46-L110,46,110,3,4,0.75
com.oracle.truffle.r.nodes.function.RCallNode.BuiltinCallNode#getBuiltin,FeatureEnvy,Method,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/function/RCallNode.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/function/RCallNode.java/#L1038-L1040,1038,1040,0,1,0.0
com.oracle.truffle.r.nodes.function.RCallNode.BuiltinCallNode#getBuiltin,LongMethod,Method,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/function/RCallNode.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/function/RCallNode.java/#L1038-L1040,1038,1040,0,1,0.0
com.oracle.truffle.r.nodes.unary.UnaryArithmeticNode.GenericNumericVectorNode,DataClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/unary/UnaryArithmeticNode.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/unary/UnaryArithmeticNode.java/#L112-L123,112,123,0,1,0.0
com.oracle.truffle.r.nodes.unary.UnaryArithmeticNode.GenericNumericVectorNode,GodClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/unary/UnaryArithmeticNode.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/unary/UnaryArithmeticNode.java/#L112-L123,112,123,0,1,0.0
com.oracle.truffle.r.runtime.RErrorHandling.Warning.Warning String|Object,FeatureEnvy,Method,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/RErrorHandling.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/RErrorHandling.java/#L182-L185,182,185,0,1,0.0
com.oracle.truffle.r.runtime.RErrorHandling.Warning.Warning String|Object,LongMethod,Method,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/RErrorHandling.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/RErrorHandling.java/#L182-L185,182,185,0,1,0.0
com.oracle.truffle.r.runtime.RSerialize.XdrInputFormat,DataClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/RSerialize.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/RSerialize.java/#L1097-L1252,1097,1252,0,3,0.0
com.oracle.truffle.r.runtime.RSerialize.XdrInputFormat,GodClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/RSerialize.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/RSerialize.java/#L1097-L1252,1097,1252,2,3,0.6666666666666666
com.oracle.truffle.r.runtime.StableValue,DataClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/StableValue.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/StableValue.java/#L28-L50,28,50,2,3,0.6666666666666666
com.oracle.truffle.r.runtime.StableValue,GodClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/StableValue.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/StableValue.java/#L28-L50,28,50,0,3,0.0
com.oracle.truffle.r.runtime.ThreadTimings,DataClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/ThreadTimings.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/ThreadTimings.java/#L28-L45,28,45,0,1,0.0
com.oracle.truffle.r.runtime.ThreadTimings,GodClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/ThreadTimings.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/ThreadTimings.java/#L28-L45,28,45,0,1,0.0
com.oracle.truffle.r.runtime.conn.PipeConnections.PipeReadRConnection,DataClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/conn/PipeConnections.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/conn/PipeConnections.java/#L95-L113,95,113,0,1,0.0
com.oracle.truffle.r.runtime.conn.PipeConnections.PipeReadRConnection,GodClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/conn/PipeConnections.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/conn/PipeConnections.java/#L95-L113,95,113,0,1,0.0
com.oracle.truffle.r.runtime.conn.SocketConnections.RSocketReadWriteConnection,DataClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/conn/SocketConnections.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/conn/SocketConnections.java/#L128-L163,128,163,0,1,0.0
com.oracle.truffle.r.runtime.conn.SocketConnections.RSocketReadWriteConnection,GodClass,Class,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/conn/SocketConnections.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/conn/SocketConnections.java/#L128-L163,128,163,0,1,0.0
com.oracle.truffle.r.runtime.ffi.RFFIFactory.getToolsRFFI,FeatureEnvy,Method,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/ffi/RFFIFactory.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/ffi/RFFIFactory.java/#L112-L114,112,114,0,1,0.0
com.oracle.truffle.r.runtime.ffi.RFFIFactory.getToolsRFFI,LongMethod,Method,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/ffi/RFFIFactory.java,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.runtime/src/com/oracle/truffle/r/runtime/ffi/RFFIFactory.java/#L112-L114,112,114,0,1,0.0
com.oracle.truffle.regex.RegexOptions.Builder.Builder,FeatureEnvy,Method,git@github.com:oracle/graal.git,4deb681aaaa79c248115037fc8e399c9876619fd,/regex/src/com.oracle.truffle.regex/src/com/oracle/truffle/regex/RegexOptions.java,https://github.com/oracle/graal/blob/4deb681aaaa79c248115037fc8e399c9876619fd/regex/src/com.oracle.truffle.regex/src/com/oracle/truffle/regex/RegexOptions.java/#L216-L219,216,219,0,1,0.0
com.oracle.truffle.regex.RegexOptions.Builder.Builder,LongMethod,Method,git@github.com:oracle/graal.git,4deb681aaaa79c248115037fc8e399c9876619fd,/regex/src/com.oracle.truffle.regex/src/com/oracle/truffle/regex/RegexOptions.java,https://github.com/oracle/graal/blob/4deb681aaaa79c248115037fc8e399c9876619fd/regex/src/com.oracle.truffle.regex/src/com/oracle/truffle/regex/RegexOptions.java/#L216-L219,216,219,0,1,0.0
com.oracle.truffle.regex.tregex.nodes.TRegexDFAExecutorNode#rewindUpTo VirtualFrame|int,FeatureEnvy,Method,git@github.com:oracle/graal.git,4deb681aaaa79c248115037fc8e399c9876619fd,/regex/src/com.oracle.truffle.regex/src/com/oracle/truffle/regex/tregex/nodes/TRegexDFAExecutorNode.java,https://github.com/oracle/graal/blob/4deb681aaaa79c248115037fc8e399c9876619fd/regex/src/com.oracle.truffle.regex/src/com/oracle/truffle/regex/tregex/nodes/TRegexDFAExecutorNode.java/#L320-L329,320,329,0,1,0.0
com.oracle.truffle.regex.tregex.nodes.TRegexDFAExecutorNode#rewindUpTo VirtualFrame|int,LongMethod,Method,git@github.com:oracle/graal.git,4deb681aaaa79c248115037fc8e399c9876619fd,/regex/src/com.oracle.truffle.regex/src/com/oracle/truffle/regex/tregex/nodes/TRegexDFAExecutorNode.java,https://github.com/oracle/graal/blob/4deb681aaaa79c248115037fc8e399c9876619fd/regex/src/com.oracle.truffle.regex/src/com/oracle/truffle/regex/tregex/nodes/TRegexDFAExecutorNode.java/#L320-L329,320,329,0,1,0.0
com.oracle.truffle.tools.chromeinspector.OutputHandler.ListeneableOutputStream.RBCH#isOpen,FeatureEnvy,Method,git@github.com:oracle/graal.git,4deb681aaaa79c248115037fc8e399c9876619fd,/tools/src/com.oracle.truffle.tools.chromeinspector/src/com/oracle/truffle/tools/chromeinspector/OutputHandler.java,https://github.com/oracle/graal/blob/4deb681aaaa79c248115037fc8e399c9876619fd/tools/src/com.oracle.truffle.tools.chromeinspector/src/com/oracle/truffle/tools/chromeinspector/OutputHandler.java/#L139-L142,139,142,0,1,0.0
com.oracle.truffle.tools.chromeinspector.OutputHandler.ListeneableOutputStream.RBCH#isOpen,LongMethod,Method,git@github.com:oracle/graal.git,4deb681aaaa79c248115037fc8e399c9876619fd,/tools/src/com.oracle.truffle.tools.chromeinspector/src/com/oracle/truffle/tools/chromeinspector/OutputHandler.java,https://github.com/oracle/graal/blob/4deb681aaaa79c248115037fc8e399c9876619fd/tools/src/com.oracle.truffle.tools.chromeinspector/src/com/oracle/truffle/tools/chromeinspector/OutputHandler.java/#L139-L142,139,142,0,1,0.0
com.oreilly.springdata.hadoop.filepolling.FsShellWritingMessageHandler,DataClass,Class,git@github.com:spring-projects/spring-data-book.git,3a9d2e35184d5361f1d305f4eb84b5febf87b992,/hadoop/file-polling/src/main/java/com/oreilly/springdata/hadoop/filepolling/FsShellWritingMessageHandler.java,https://github.com/spring-projects/spring-data-book/blob/3a9d2e35184d5361f1d305f4eb84b5febf87b992/hadoop/file-polling/src/main/java/com/oreilly/springdata/hadoop/filepolling/FsShellWritingMessageHandler.java/#L27-L315,27,315,0,4,0.0
com.oreilly.springdata.hadoop.filepolling.FsShellWritingMessageHandler,GodClass,Class,git@github.com:spring-projects/spring-data-book.git,3a9d2e35184d5361f1d305f4eb84b5febf87b992,/hadoop/file-polling/src/main/java/com/oreilly/springdata/hadoop/filepolling/FsShellWritingMessageHandler.java,https://github.com/spring-projects/spring-data-book/blob/3a9d2e35184d5361f1d305f4eb84b5febf87b992/hadoop/file-polling/src/main/java/com/oreilly/springdata/hadoop/filepolling/FsShellWritingMessageHandler.java/#L27-L315,27,315,3,4,0.75
com.oreilly.springdata.mongodb.core.Customer,DataClass,Class,git@github.com:spring-projects/spring-data-book.git,3a9d2e35184d5361f1d305f4eb84b5febf87b992,/mongodb/src/main/java/com/oreilly/springdata/mongodb/core/Customer.java,https://github.com/spring-projects/spring-data-book/blob/3a9d2e35184d5361f1d305f4eb84b5febf87b992/mongodb/src/main/java/com/oreilly/springdata/mongodb/core/Customer.java/#L32-L125,32,125,5,3,1.6666666666666667
com.oreilly.springdata.mongodb.core.Customer,GodClass,Class,git@github.com:spring-projects/spring-data-book.git,3a9d2e35184d5361f1d305f4eb84b5febf87b992,/mongodb/src/main/java/com/oreilly/springdata/mongodb/core/Customer.java,https://github.com/spring-projects/spring-data-book/blob/3a9d2e35184d5361f1d305f4eb84b5febf87b992/mongodb/src/main/java/com/oreilly/springdata/mongodb/core/Customer.java/#L32-L125,32,125,1,3,0.3333333333333333
com.qmuiteam.qmui.widget.QMUITopBarLayout#addRightImageButton int|int,FeatureEnvy,Method,git@github.com:Tencent/QMUI_Android.git,6ff5493a05845918c126cce8a3e639f8d996481b,/qmui/src/main/java/com/qmuiteam/qmui/widget/QMUITopBarLayout.java,https://github.com/Tencent/QMUI_Android/blob/6ff5493a05845918c126cce8a3e639f8d996481b/qmui/src/main/java/com/qmuiteam/qmui/widget/QMUITopBarLayout.java/#L136-L138,136,138,2,3,0.6666666666666666
com.qmuiteam.qmui.widget.QMUITopBarLayout#addRightImageButton int|int,LongMethod,Method,git@github.com:Tencent/QMUI_Android.git,6ff5493a05845918c126cce8a3e639f8d996481b,/qmui/src/main/java/com/qmuiteam/qmui/widget/QMUITopBarLayout.java,https://github.com/Tencent/QMUI_Android/blob/6ff5493a05845918c126cce8a3e639f8d996481b/qmui/src/main/java/com/qmuiteam/qmui/widget/QMUITopBarLayout.java/#L136-L138,136,138,0,3,0.0
com.qmuiteam.qmuidemo.fragment.QDWebExplorerFragment#configWebView QMUIWebViewContainer|QMUIWebView,FeatureEnvy,Method,git@github.com:Tencent/QMUI_Android.git,6ff5493a05845918c126cce8a3e639f8d996481b,/qmuidemo/src/main/java/com/qmuiteam/qmuidemo/fragment/QDWebExplorerFragment.java,https://github.com/Tencent/QMUI_Android/blob/6ff5493a05845918c126cce8a3e639f8d996481b/qmuidemo/src/main/java/com/qmuiteam/qmuidemo/fragment/QDWebExplorerFragment.java/#L178-L180,178,180,0,1,0.0
com.qmuiteam.qmuidemo.fragment.QDWebExplorerFragment#configWebView QMUIWebViewContainer|QMUIWebView,LongMethod,Method,git@github.com:Tencent/QMUI_Android.git,6ff5493a05845918c126cce8a3e639f8d996481b,/qmuidemo/src/main/java/com/qmuiteam/qmuidemo/fragment/QDWebExplorerFragment.java,https://github.com/Tencent/QMUI_Android/blob/6ff5493a05845918c126cce8a3e639f8d996481b/qmuidemo/src/main/java/com/qmuiteam/qmuidemo/fragment/QDWebExplorerFragment.java/#L178-L180,178,180,0,1,0.0
com.rabbitmq.client.Connection,DataClass,Class,git@github.com:rabbitmq/rabbitmq-java-client.git,8bc24bdce4da758f7be4f4451a46ab185058b272,/src/main/java/com/rabbitmq/client/Connection.java,https://github.com/rabbitmq/rabbitmq-java-client/blob/8bc24bdce4da758f7be4f4451a46ab185058b272/src/main/java/com/rabbitmq/client/Connection.java/#L55-L339,55,339,0,1,0.0
com.rabbitmq.client.Connection,GodClass,Class,git@github.com:rabbitmq/rabbitmq-java-client.git,8bc24bdce4da758f7be4f4451a46ab185058b272,/src/main/java/com/rabbitmq/client/Connection.java,https://github.com/rabbitmq/rabbitmq-java-client/blob/8bc24bdce4da758f7be4f4451a46ab185058b272/src/main/java/com/rabbitmq/client/Connection.java/#L55-L339,55,339,0,1,0.0
com.rabbitmq.client.impl.AMQChannel#toString,FeatureEnvy,Method,git@github.com:rabbitmq/rabbitmq-java-client.git,8bc24bdce4da758f7be4f4451a46ab185058b272,/src/main/java/com/rabbitmq/client/impl/AMQChannel.java,https://github.com/rabbitmq/rabbitmq-java-client/blob/8bc24bdce4da758f7be4f4451a46ab185058b272/src/main/java/com/rabbitmq/client/impl/AMQChannel.java/#L380-L382,380,382,0,1,0.0
com.rabbitmq.client.impl.AMQChannel#toString,LongMethod,Method,git@github.com:rabbitmq/rabbitmq-java-client.git,8bc24bdce4da758f7be4f4451a46ab185058b272,/src/main/java/com/rabbitmq/client/impl/AMQChannel.java,https://github.com/rabbitmq/rabbitmq-java-client/blob/8bc24bdce4da758f7be4f4451a46ab185058b272/src/main/java/com/rabbitmq/client/impl/AMQChannel.java/#L380-L382,380,382,0,1,0.0
com.rabbitmq.jms.util.AbortableHolder,DataClass,Class,git@github.com:rabbitmq/rabbitmq-jms-client.git,2aa68092e85ab5e7d637ae97524d9edda4b31528,/src/main/java/com/rabbitmq/jms/util/AbortableHolder.java,https://github.com/rabbitmq/rabbitmq-jms-client/blob/2aa68092e85ab5e7d637ae97524d9edda4b31528/src/main/java/com/rabbitmq/jms/util/AbortableHolder.java/#L10-L55,10,55,0,1,0.0
com.rabbitmq.jms.util.AbortableHolder,GodClass,Class,git@github.com:rabbitmq/rabbitmq-jms-client.git,2aa68092e85ab5e7d637ae97524d9edda4b31528,/src/main/java/com/rabbitmq/jms/util/AbortableHolder.java,https://github.com/rabbitmq/rabbitmq-jms-client/blob/2aa68092e85ab5e7d637ae97524d9edda4b31528/src/main/java/com/rabbitmq/jms/util/AbortableHolder.java/#L10-L55,10,55,0,1,0.0
com.rabbitmq.tools.jsonrpc.JsonRpcServer#init Class<?>|Object,FeatureEnvy,Method,git@github.com:rabbitmq/rabbitmq-java-client.git,8bc24bdce4da758f7be4f4451a46ab185058b272,/src/main/java/com/rabbitmq/tools/jsonrpc/JsonRpcServer.java,https://github.com/rabbitmq/rabbitmq-java-client/blob/8bc24bdce4da758f7be4f4451a46ab185058b272/src/main/java/com/rabbitmq/tools/jsonrpc/JsonRpcServer.java/#L117-L123,117,123,0,1,0.0
com.rabbitmq.tools.jsonrpc.JsonRpcServer#init Class<?>|Object,LongMethod,Method,git@github.com:rabbitmq/rabbitmq-java-client.git,8bc24bdce4da758f7be4f4451a46ab185058b272,/src/main/java/com/rabbitmq/tools/jsonrpc/JsonRpcServer.java,https://github.com/rabbitmq/rabbitmq-java-client/blob/8bc24bdce4da758f7be4f4451a46ab185058b272/src/main/java/com/rabbitmq/tools/jsonrpc/JsonRpcServer.java/#L117-L123,117,123,0,1,0.0
com.ringdroid.soundfile.MP4Header#getSTTSAtom,FeatureEnvy,Method,git@github.com:google/ringdroid.git,955039d67252ea7aea5a36933e8ee30110f5ec92,/app/src/main/java/com/ringdroid/soundfile/MP4Header.java,https://github.com/google/ringdroid/blob/955039d67252ea7aea5a36933e8ee30110f5ec92/app/src/main/java/com/ringdroid/soundfile/MP4Header.java/#L588-L600,588,600,0,1,0.0
com.ringdroid.soundfile.MP4Header#getSTTSAtom,LongMethod,Method,git@github.com:google/ringdroid.git,955039d67252ea7aea5a36933e8ee30110f5ec92,/app/src/main/java/com/ringdroid/soundfile/MP4Header.java,https://github.com/google/ringdroid/blob/955039d67252ea7aea5a36933e8ee30110f5ec92/app/src/main/java/com/ringdroid/soundfile/MP4Header.java/#L588-L600,588,600,0,1,0.0
com.salesforce.dva.argus.entity.Trigger,DataClass,Class,git@github.com:salesforce/Argus.git,121b59a268da264316cded6a3e9271366a23cd86,/ArgusCore/src/main/java/com/salesforce/dva/argus/entity/Trigger.java,https://github.com/salesforce/Argus/blob/121b59a268da264316cded6a3e9271366a23cd86/ArgusCore/src/main/java/com/salesforce/dva/argus/entity/Trigger.java/#L88-L491,88,491,5,4,1.25
com.salesforce.dva.argus.entity.Trigger,GodClass,Class,git@github.com:salesforce/Argus.git,121b59a268da264316cded6a3e9271366a23cd86,/ArgusCore/src/main/java/com/salesforce/dva/argus/entity/Trigger.java,https://github.com/salesforce/Argus/blob/121b59a268da264316cded6a3e9271366a23cd86/ArgusCore/src/main/java/com/salesforce/dva/argus/entity/Trigger.java/#L88-L491,88,491,5,4,1.25
com.salesforce.dva.argus.service.metric.transform.IncludeTransform,DataClass,Class,git@github.com:salesforce/Argus.git,121b59a268da264316cded6a3e9271366a23cd86,/ArgusCore/src/main/java/com/salesforce/dva/argus/service/metric/transform/IncludeTransform.java,https://github.com/salesforce/Argus/blob/121b59a268da264316cded6a3e9271366a23cd86/ArgusCore/src/main/java/com/salesforce/dva/argus/service/metric/transform/IncludeTransform.java/#L47-L86,47,86,0,1,0.0
com.salesforce.dva.argus.service.metric.transform.IncludeTransform,GodClass,Class,git@github.com:salesforce/Argus.git,121b59a268da264316cded6a3e9271366a23cd86,/ArgusCore/src/main/java/com/salesforce/dva/argus/service/metric/transform/IncludeTransform.java,https://github.com/salesforce/Argus/blob/121b59a268da264316cded6a3e9271366a23cd86/ArgusCore/src/main/java/com/salesforce/dva/argus/service/metric/transform/IncludeTransform.java/#L47-L86,47,86,0,1,0.0
com.salesforce.dva.argus.service.schema.ScopeAndMetricOnlySchemaRecordList.CreateSerializer,DataClass,Class,git@github.com:salesforce/Argus.git,121b59a268da264316cded6a3e9271366a23cd86,/ArgusCore/src/main/java/com/salesforce/dva/argus/service/schema/ScopeAndMetricOnlySchemaRecordList.java,https://github.com/salesforce/Argus/blob/121b59a268da264316cded6a3e9271366a23cd86/ArgusCore/src/main/java/com/salesforce/dva/argus/service/schema/ScopeAndMetricOnlySchemaRecordList.java/#L77-L91,77,91,0,1,0.0
com.salesforce.dva.argus.service.schema.ScopeAndMetricOnlySchemaRecordList.CreateSerializer,GodClass,Class,git@github.com:salesforce/Argus.git,121b59a268da264316cded6a3e9271366a23cd86,/ArgusCore/src/main/java/com/salesforce/dva/argus/service/schema/ScopeAndMetricOnlySchemaRecordList.java,https://github.com/salesforce/Argus/blob/121b59a268da264316cded6a3e9271366a23cd86/ArgusCore/src/main/java/com/salesforce/dva/argus/service/schema/ScopeAndMetricOnlySchemaRecordList.java/#L77-L91,77,91,0,1,0.0
com.sap.espm.model.SalesOrderItemId#getSalesOrderId,FeatureEnvy,Method,git@github.com:SAP/cloud-espm-v2.git,a5254f2e6fea9b7226296fbe19eb30ab99192b8d,/espm-cloud-jpa/src/main/java/com/sap/espm/model/SalesOrderItemId.java,https://github.com/SAP/cloud-espm-v2/blob/a5254f2e6fea9b7226296fbe19eb30ab99192b8d/espm-cloud-jpa/src/main/java/com/sap/espm/model/SalesOrderItemId.java/#L27-L29,27,29,0,1,0.0
com.sap.espm.model.SalesOrderItemId#getSalesOrderId,LongMethod,Method,git@github.com:SAP/cloud-espm-v2.git,a5254f2e6fea9b7226296fbe19eb30ab99192b8d,/espm-cloud-jpa/src/main/java/com/sap/espm/model/SalesOrderItemId.java,https://github.com/SAP/cloud-espm-v2/blob/a5254f2e6fea9b7226296fbe19eb30ab99192b8d/espm-cloud-jpa/src/main/java/com/sap/espm/model/SalesOrderItemId.java/#L27-L29,27,29,0,1,0.0
com.sap.espm.model.Supplier,DataClass,Class,git@github.com:SAP/cloud-espm-v2.git,a5254f2e6fea9b7226296fbe19eb30ab99192b8d,/espm-cloud-jpa/src/main/java/com/sap/espm/model/Supplier.java,https://github.com/SAP/cloud-espm-v2/blob/a5254f2e6fea9b7226296fbe19eb30ab99192b8d/espm-cloud-jpa/src/main/java/com/sap/espm/model/Supplier.java/#L13-L123,13,123,6,2,3.0
com.sap.espm.model.Supplier,GodClass,Class,git@github.com:SAP/cloud-espm-v2.git,a5254f2e6fea9b7226296fbe19eb30ab99192b8d,/espm-cloud-jpa/src/main/java/com/sap/espm/model/Supplier.java,https://github.com/SAP/cloud-espm-v2/blob/a5254f2e6fea9b7226296fbe19eb30ab99192b8d/espm-cloud-jpa/src/main/java/com/sap/espm/model/Supplier.java/#L13-L123,13,123,0,2,0.0
com.sap.iot.starterkit.cert.type.Device,DataClass,Class,git@github.com:SAP/iot-starterkit.git,f0d9ce06a1a98569a5a4eed76a2ec0aa87c1a1df,/neo/apps/java/authentication/com.sap.iot.starterkit.cert/src/main/java/com/sap/iot/starterkit/cert/type/Device.java,https://github.com/SAP/iot-starterkit/blob/f0d9ce06a1a98569a5a4eed76a2ec0aa87c1a1df/neo/apps/java/authentication/com.sap.iot.starterkit.cert/src/main/java/com/sap/iot/starterkit/cert/type/Device.java/#L3-L45,3,45,7,3,2.3333333333333335
